rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
1207,2022-06-15 01:27:08.000000 +00:00,2277,430,2022-06-19 07:18:08.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1208,2022-06-15 01:30:03.000000 +00:00,750,376,2022-06-17 23:04:03.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1209,2022-06-15 01:31:12.000000 +00:00,1494,146,2022-06-21 06:39:12.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1210,2022-06-15 01:57:51.000000 +00:00,7,345,2022-06-20 00:41:51.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1211,2022-06-15 02:01:20.000000 +00:00,3360,122,2022-06-18 06:52:20.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1212,2022-06-15 02:03:33.000000 +00:00,3611,371,2022-06-17 05:31:33.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1213,2022-06-15 02:14:05.000000 +00:00,3191,94,2022-06-15 20:41:05.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1214,2022-06-15 02:18:40.000000 +00:00,4482,46,2022-06-20 06:32:40.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1215,2022-06-15 02:21:00.000000 +00:00,242,102,2022-06-19 02:39:00.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1216,2022-06-15 02:23:48.000000 +00:00,3973,100,2022-06-18 02:35:48.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1217,2022-06-15 02:24:14.000000 +00:00,600,203,2022-06-18 21:37:14.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1218,2022-06-15 02:24:44.000000 +00:00,239,371,2022-06-21 21:45:44.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1219,2022-06-15 02:25:59.000000 +00:00,3005,330,2022-06-19 23:37:59.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1220,2022-06-15 02:26:15.000000 +00:00,1621,290,2022-06-23 07:17:15.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1221,2022-06-15 02:35:16.000000 +00:00,2124,403,2022-06-18 02:11:16.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1222,2022-06-15 02:38:49.000000 +00:00,2799,168,2022-06-17 21:30:49.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1223,2022-06-15 02:38:53.000000 +00:00,1299,50,2022-06-20 00:00:53.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1224,2022-06-15 02:44:25.000000 +00:00,1572,369,2022-06-17 02:49:25.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1225,2022-06-15 02:45:35.000000 +00:00,1929,434,2022-06-19 01:03:35.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1226,2022-06-15 02:46:10.000000 +00:00,2290,409,2022-06-23 01:00:10.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1227,2022-06-15 02:50:03.000000 +00:00,654,428,2022-06-21 22:48:03.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1228,2022-06-15 02:50:36.000000 +00:00,4473,398,2022-06-17 21:41:36.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1229,2022-06-15 02:53:13.000000 +00:00,2140,468,2022-06-18 03:09:13.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1230,2022-06-15 03:04:09.000000 +00:00,2324,447,2022-06-16 01:21:09.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1231,2022-06-15 03:04:41.000000 +00:00,3003,302,2022-06-20 22:52:41.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1232,2022-06-15 03:18:10.000000 +00:00,2743,391,2022-06-17 05:02:10.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1233,2022-06-15 03:18:37.000000 +00:00,4214,550,2022-06-22 02:36:37.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1234,2022-06-15 03:21:52.000000 +00:00,709,529,2022-06-22 02:25:52.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1235,2022-06-15 03:31:28.000000 +00:00,1000,255,2022-06-22 09:08:28.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1236,2022-06-15 03:34:27.000000 +00:00,3182,66,2022-06-18 07:15:27.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1237,2022-06-15 03:44:10.000000 +00:00,3249,49,2022-06-23 06:00:10.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1238,2022-06-15 03:49:08.000000 +00:00,3534,205,2022-06-19 23:06:08.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1239,2022-06-15 03:53:01.000000 +00:00,3731,444,2022-06-16 06:03:01.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1240,2022-06-15 03:58:07.000000 +00:00,3841,28,2022-06-17 22:56:07.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1241,2022-06-15 03:59:43.000000 +00:00,4377,62,2022-06-24 02:32:43.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1242,2022-06-15 04:05:07.000000 +00:00,821,141,2022-06-22 03:57:07.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1243,2022-06-15 04:07:32.000000 +00:00,2629,107,2022-06-21 07:17:32.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1244,2022-06-15 04:08:40.000000 +00:00,1026,515,2022-06-20 09:41:40.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1245,2022-06-15 04:09:01.000000 +00:00,1314,234,2022-06-22 05:55:01.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1246,2022-06-15 04:11:19.000000 +00:00,431,357,2022-06-21 01:21:19.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1247,2022-06-15 04:16:40.000000 +00:00,4049,287,2022-06-23 10:01:40.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1248,2022-06-15 04:33:52.000000 +00:00,3878,544,2022-06-19 05:56:52.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1249,2022-06-15 04:38:09.000000 +00:00,2120,403,2022-06-22 09:29:09.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1250,2022-06-15 04:55:40.000000 +00:00,4360,38,2022-06-23 02:11:40.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1251,2022-06-15 04:58:55.000000 +00:00,3307,442,2022-06-23 01:45:55.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1252,2022-06-15 05:05:18.000000 +00:00,1147,89,2022-06-24 06:40:18.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1253,2022-06-15 05:06:33.000000 +00:00,3242,498,2022-06-21 03:13:33.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1254,2022-06-15 05:11:16.000000 +00:00,3986,571,2022-06-21 05:40:16.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1255,2022-06-15 05:13:45.000000 +00:00,1433,526,2022-06-16 02:59:45.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1256,2022-06-15 05:13:57.000000 +00:00,1437,470,2022-06-16 05:54:57.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1257,2022-06-15 05:15:36.000000 +00:00,1938,267,2022-06-21 00:04:36.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1258,2022-06-15 05:21:30.000000 +00:00,4530,320,2022-06-18 04:43:30.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1259,2022-06-15 05:37:55.000000 +00:00,4460,570,2022-06-23 03:02:55.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1260,2022-06-15 05:42:25.000000 +00:00,330,586,2022-06-16 09:44:25.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1261,2022-06-15 05:52:57.000000 +00:00,2447,95,2022-06-21 00:47:57.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1262,2022-06-15 05:54:53.000000 +00:00,4495,236,2022-06-22 07:09:53.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1263,2022-06-15 05:56:39.000000 +00:00,4144,540,2022-06-16 10:08:39.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1264,2022-06-15 05:59:39.000000 +00:00,4176,439,2022-06-18 07:10:39.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1265,2022-06-15 06:00:50.000000 +00:00,982,163,2022-06-19 11:27:50.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1266,2022-06-15 06:11:39.000000 +00:00,2230,96,2022-06-21 01:59:39.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1267,2022-06-15 06:21:21.000000 +00:00,4246,509,2022-06-17 07:12:21.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1268,2022-06-15 06:29:30.000000 +00:00,3641,142,2022-06-23 11:36:30.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1269,2022-06-15 06:29:59.000000 +00:00,108,59,2022-06-16 12:26:59.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1270,2022-06-15 06:30:22.000000 +00:00,62,395,2022-06-18 10:31:22.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1271,2022-06-15 06:32:24.000000 +00:00,379,560,2022-06-21 04:12:24.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1272,2022-06-15 06:42:58.000000 +00:00,3128,135,2022-06-18 11:00:58.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1273,2022-06-15 06:52:35.000000 +00:00,361,530,2022-06-21 03:55:35.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1274,2022-06-15 06:52:52.000000 +00:00,2765,430,2022-06-20 09:01:52.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1275,2022-06-15 06:55:43.000000 +00:00,950,214,2022-06-20 05:30:43.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1276,2022-06-15 07:00:13.000000 +00:00,1508,388,2022-06-24 01:55:13.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1277,2022-06-15 07:01:29.000000 +00:00,76,464,2022-06-22 06:16:29.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1278,2022-06-15 07:09:12.000000 +00:00,4471,191,2022-06-17 03:05:12.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1279,2022-06-15 07:13:57.000000 +00:00,698,183,2022-06-18 08:36:57.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1280,2022-06-15 07:16:06.000000 +00:00,2597,266,2022-06-21 03:10:06.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1281,2022-06-15 07:21:39.000000 +00:00,2963,511,2022-06-17 10:03:39.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1282,2022-06-15 07:25:33.000000 +00:00,186,539,2022-06-21 03:02:33.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1283,2022-06-15 07:27:30.000000 +00:00,3177,470,2022-06-16 08:46:30.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1284,2022-06-15 07:27:33.000000 +00:00,1387,463,2022-06-17 02:58:33.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1285,2022-06-15 07:33:06.000000 +00:00,1054,254,2022-06-19 06:36:06.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1286,2022-06-15 07:41:13.000000 +00:00,774,179,2022-06-23 12:13:13.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1287,2022-06-15 07:41:38.000000 +00:00,4204,104,2022-06-22 13:02:38.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1288,2022-06-15 07:41:52.000000 +00:00,830,456,2022-06-19 04:30:52.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1289,2022-06-15 07:44:09.000000 +00:00,3154,522,2022-06-21 05:04:09.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1290,2022-06-15 07:52:44.000000 +00:00,1921,540,2022-06-24 12:36:44.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1291,2022-06-15 07:55:01.000000 +00:00,3090,176,2022-06-24 03:22:01.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1292,2022-06-15 08:03:52.000000 +00:00,4535,178,2022-06-21 06:53:52.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1293,2022-06-15 08:06:24.000000 +00:00,2882,127,2022-06-18 05:58:24.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1294,2022-06-15 08:09:27.000000 +00:00,339,327,2022-06-19 03:43:27.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1295,2022-06-15 08:17:20.000000 +00:00,2897,449,2022-06-18 09:14:20.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1296,2022-06-15 08:23:59.000000 +00:00,1760,200,2022-06-19 02:44:59.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1297,2022-06-15 08:31:28.000000 +00:00,1075,4,2022-06-19 03:33:28.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1298,2022-06-15 08:32:53.000000 +00:00,4163,334,2022-06-16 11:40:53.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1299,2022-06-15 08:34:50.000000 +00:00,1584,91,2022-06-21 11:07:50.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1300,2022-06-15 08:36:19.000000 +00:00,2524,186,2022-06-17 12:54:19.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1301,2022-06-15 08:46:33.000000 +00:00,1484,33,2022-06-24 07:56:33.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1302,2022-06-15 08:48:37.000000 +00:00,324,285,2022-06-22 05:18:37.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1303,2022-06-15 08:55:57.000000 +00:00,2001,365,2022-06-20 13:26:57.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1304,2022-06-15 08:56:02.000000 +00:00,1304,242,2022-06-24 06:00:02.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1305,2022-06-15 08:59:16.000000 +00:00,187,8,2022-06-19 08:48:16.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1306,2022-06-15 08:59:24.000000 +00:00,2132,524,2022-06-19 08:37:24.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1307,2022-06-15 09:06:15.000000 +00:00,368,507,2022-06-20 03:50:15.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1308,2022-06-15 09:07:48.000000 +00:00,220,236,2022-06-24 14:24:48.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1309,2022-06-15 09:10:49.000000 +00:00,2356,200,2022-06-16 11:44:49.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1310,2022-06-15 09:11:42.000000 +00:00,2045,27,2022-06-16 14:00:42.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1311,2022-06-15 09:11:59.000000 +00:00,3114,326,2022-06-17 07:44:59.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1312,2022-06-15 09:16:27.000000 +00:00,3608,313,2022-06-20 05:53:27.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1313,2022-06-15 09:18:34.000000 +00:00,1657,448,2022-06-23 05:25:34.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1314,2022-06-15 09:21:45.000000 +00:00,1359,538,2022-06-21 13:10:45.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1315,2022-06-15 09:23:08.000000 +00:00,3844,405,2022-06-21 14:06:08.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1316,2022-06-15 09:26:23.000000 +00:00,3891,138,2022-06-21 08:25:23.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1317,2022-06-15 09:30:19.000000 +00:00,3696,316,2022-06-24 07:18:19.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1318,2022-06-15 09:34:26.000000 +00:00,2760,341,2022-06-20 15:20:26.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1319,2022-06-15 09:39:05.000000 +00:00,4296,190,2022-06-18 04:25:05.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1320,2022-06-15 09:42:13.000000 +00:00,4484,84,2022-06-17 12:44:13.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1321,2022-06-15 09:49:17.000000 +00:00,3516,204,2022-06-16 14:30:17.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1322,2022-06-15 09:55:09.000000 +00:00,2076,217,2022-06-18 14:14:09.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1323,2022-06-15 09:55:17.000000 +00:00,3273,187,2022-06-24 08:51:17.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1324,2022-06-15 10:02:45.000000 +00:00,764,394,2022-06-17 06:14:45.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1325,2022-06-15 10:03:24.000000 +00:00,52,193,2022-06-20 09:54:24.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1326,2022-06-15 10:07:39.000000 +00:00,59,548,2022-06-22 04:55:39.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1327,2022-06-15 10:11:39.000000 +00:00,403,539,2022-06-22 09:45:39.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1328,2022-06-15 10:23:27.000000 +00:00,3665,295,2022-06-19 11:42:27.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1329,2022-06-15 10:25:06.000000 +00:00,1154,359,2022-06-17 15:10:06.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1330,2022-06-15 10:29:17.000000 +00:00,1219,587,2022-06-24 12:36:17.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1331,2022-06-15 10:34:33.000000 +00:00,3089,277,2022-06-21 08:46:33.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1332,2022-06-15 10:36:01.000000 +00:00,1412,116,2022-06-17 13:29:01.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1333,2022-06-15 10:37:08.000000 +00:00,448,310,2022-06-16 09:13:08.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1334,2022-06-15 10:43:09.000000 +00:00,1242,269,2022-06-20 14:45:09.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1335,2022-06-15 10:51:30.000000 +00:00,1713,64,2022-06-16 15:42:30.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1336,2022-06-15 11:01:34.000000 +00:00,1696,290,2022-06-23 11:05:34.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1337,2022-06-15 11:12:42.000000 +00:00,4014,465,2022-06-20 11:38:42.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1338,2022-06-15 11:17:34.000000 +00:00,1206,25,2022-06-19 06:40:34.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1339,2022-06-15 11:21:56.000000 +00:00,424,162,2022-06-19 06:46:56.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1340,2022-06-15 11:24:15.000000 +00:00,251,100,2022-06-22 12:02:15.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1341,2022-06-15 11:26:18.000000 +00:00,3363,344,2022-06-21 06:26:18.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1342,2022-06-15 11:26:21.000000 +00:00,4429,427,2022-06-22 10:23:21.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1343,2022-06-15 11:27:19.000000 +00:00,2393,416,2022-06-21 15:57:19.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1344,2022-06-15 11:29:41.000000 +00:00,1625,585,2022-06-22 11:45:41.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1345,2022-06-15 11:32:13.000000 +00:00,1041,270,2022-06-24 13:02:13.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1346,2022-06-15 11:39:52.000000 +00:00,4540,585,2022-06-24 16:43:52.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1347,2022-06-15 11:43:43.000000 +00:00,374,190,2022-06-16 08:55:43.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1348,2022-06-15 11:45:30.000000 +00:00,2078,196,2022-06-17 16:12:30.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1349,2022-06-15 11:49:02.000000 +00:00,1131,267,2022-06-17 14:20:02.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1350,2022-06-15 11:50:25.000000 +00:00,4261,316,2022-06-23 10:35:25.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1351,2022-06-15 11:51:03.000000 +00:00,2364,484,2022-06-22 06:23:03.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1352,2022-06-15 11:58:27.000000 +00:00,4352,276,2022-06-18 09:57:27.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1353,2022-06-15 12:13:36.000000 +00:00,2711,480,2022-06-21 07:46:36.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1354,2022-06-15 12:13:49.000000 +00:00,1294,83,2022-06-23 12:08:49.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1355,2022-06-15 12:13:59.000000 +00:00,4203,499,2022-06-20 11:23:59.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1356,2022-06-15 12:17:01.000000 +00:00,1318,212,2022-06-19 15:22:01.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1357,2022-06-15 12:26:23.000000 +00:00,2285,205,2022-06-23 13:12:23.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1358,2022-06-15 12:28:48.000000 +00:00,2025,442,2022-06-21 12:40:48.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1359,2022-06-15 12:30:30.000000 +00:00,3140,353,2022-06-17 13:55:30.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1360,2022-06-15 12:32:15.000000 +00:00,4107,14,2022-06-18 09:59:15.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1361,2022-06-15 12:37:38.000000 +00:00,4338,115,2022-06-19 16:08:38.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1362,2022-06-15 12:53:32.000000 +00:00,4524,98,2022-06-19 15:05:32.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1363,2022-06-15 13:05:11.000000 +00:00,771,197,2022-06-17 18:53:11.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1364,2022-06-15 13:05:32.000000 +00:00,115,400,2022-06-16 14:31:32.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1365,2022-06-15 13:09:55.000000 +00:00,3813,25,2022-06-19 17:11:55.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1366,2022-06-15 13:21:00.000000 +00:00,4238,576,2022-06-24 16:36:00.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1367,2022-06-15 13:25:17.000000 +00:00,1505,94,2022-06-21 18:15:17.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1368,2022-06-15 13:27:47.000000 +00:00,2020,222,2022-06-23 17:07:47.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1369,2022-06-15 13:29:14.000000 +00:00,679,221,2022-06-16 12:01:14.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1370,2022-06-15 13:31:05.000000 +00:00,644,396,2022-06-22 18:23:05.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1371,2022-06-15 13:38:15.000000 +00:00,760,491,2022-06-23 14:36:15.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1372,2022-06-15 13:45:48.000000 +00:00,3740,108,2022-06-17 17:02:48.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1373,2022-06-15 13:48:04.000000 +00:00,284,51,2022-06-22 08:48:04.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1374,2022-06-15 13:49:54.000000 +00:00,3353,120,2022-06-22 11:30:54.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1375,2022-06-15 13:54:56.000000 +00:00,3555,500,2022-06-21 13:48:56.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1376,2022-06-15 13:59:06.000000 +00:00,4271,215,2022-06-19 16:34:06.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1377,2022-06-15 14:02:03.000000 +00:00,3410,245,2022-06-22 13:54:03.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1378,2022-06-15 14:03:15.000000 +00:00,4372,253,2022-06-19 15:50:15.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1379,2022-06-15 14:05:10.000000 +00:00,810,212,2022-06-18 11:11:10.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1380,2022-06-15 14:13:10.000000 +00:00,3376,158,2022-06-18 11:42:10.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1381,2022-06-15 14:17:21.000000 +00:00,3262,300,2022-06-20 16:07:21.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1382,2022-06-15 14:18:08.000000 +00:00,3133,455,2022-06-22 08:22:08.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1383,2022-06-15 14:20:06.000000 +00:00,1281,379,2022-06-24 17:42:06.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1384,2022-06-15 14:22:03.000000 +00:00,4242,242,2022-06-18 17:11:03.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1385,2022-06-15 14:28:23.000000 +00:00,4073,396,2022-06-18 17:37:23.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1386,2022-06-15 14:38:58.000000 +00:00,1296,322,2022-06-20 15:28:58.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1387,2022-06-15 14:40:56.000000 +00:00,515,278,2022-06-17 09:39:56.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1388,2022-06-15 14:48:41.000000 +00:00,3987,500,2022-06-22 16:51:41.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1389,2022-06-15 14:49:01.000000 +00:00,965,472,2022-06-19 10:08:01.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1390,2022-06-15 15:06:29.000000 +00:00,4502,254,2022-06-19 12:11:29.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1391,2022-06-15 15:11:21.000000 +00:00,4213,273,2022-06-22 20:32:21.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
1392,2022-06-15 15:12:27.000000 +00:00,363,460,2022-06-16 16:30:27.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1393,2022-06-15 15:12:50.000000 +00:00,2767,177,2022-06-19 09:40:50.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1394,2022-06-15 15:17:21.000000 +00:00,2802,268,2022-06-21 19:44:21.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1395,2022-06-15 15:21:04.000000 +00:00,753,252,2022-06-23 11:52:04.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1396,2022-06-15 15:22:38.000000 +00:00,1007,103,2022-06-17 14:53:38.000000 +00:00,2,2022-02-16 02:30:53.000000 +00:00
1397,2022-06-15 15:25:26.000000 +00:00,1830,444,2022-06-21 19:45:26.000000 +00:00,1,2022-02-16 02:30:53.000000 +00:00
