actor_id,film_id,last_update
53,1,2022-02-15 10:05:03.000000 +00:00
53,9,2022-02-15 10:05:03.000000 +00:00
53,51,2022-02-15 10:05:03.000000 +00:00
53,58,2022-02-15 10:05:03.000000 +00:00
53,109,2022-02-15 10:05:03.000000 +00:00
53,122,2022-02-15 10:05:03.000000 +00:00
53,126,2022-02-15 10:05:03.000000 +00:00
53,181,2022-02-15 10:05:03.000000 +00:00
53,256,2022-02-15 10:05:03.000000 +00:00
53,268,2022-02-15 10:05:03.000000 +00:00
53,285,2022-02-15 10:05:03.000000 +00:00
53,307,2022-02-15 10:05:03.000000 +00:00
53,358,2022-02-15 10:05:03.000000 +00:00
53,386,2022-02-15 10:05:03.000000 +00:00
53,447,2022-02-15 10:05:03.000000 +00:00
53,465,2022-02-15 10:05:03.000000 +00:00
53,490,2022-02-15 10:05:03.000000 +00:00
53,492,2022-02-15 10:05:03.000000 +00:00
53,508,2022-02-15 10:05:03.000000 +00:00
53,518,2022-02-15 10:05:03.000000 +00:00
53,573,2022-02-15 10:05:03.000000 +00:00
53,576,2022-02-15 10:05:03.000000 +00:00
53,577,2022-02-15 10:05:03.000000 +00:00
53,697,2022-02-15 10:05:03.000000 +00:00
53,725,2022-02-15 10:05:03.000000 +00:00
53,727,2022-02-15 10:05:03.000000 +00:00
53,937,2022-02-15 10:05:03.000000 +00:00
53,947,2022-02-15 10:05:03.000000 +00:00
53,961,2022-02-15 10:05:03.000000 +00:00
53,980,2022-02-15 10:05:03.000000 +00:00
54,84,2022-02-15 10:05:03.000000 +00:00
54,129,2022-02-15 10:05:03.000000 +00:00
54,150,2022-02-15 10:05:03.000000 +00:00
54,184,2022-02-15 10:05:03.000000 +00:00
54,285,2022-02-15 10:05:03.000000 +00:00
54,292,2022-02-15 10:05:03.000000 +00:00
54,301,2022-02-15 10:05:03.000000 +00:00
54,348,2022-02-15 10:05:03.000000 +00:00
54,489,2022-02-15 10:05:03.000000 +00:00
54,510,2022-02-15 10:05:03.000000 +00:00
54,524,2022-02-15 10:05:03.000000 +00:00
54,546,2022-02-15 10:05:03.000000 +00:00
54,600,2022-02-15 10:05:03.000000 +00:00
54,636,2022-02-15 10:05:03.000000 +00:00
54,649,2022-02-15 10:05:03.000000 +00:00
54,658,2022-02-15 10:05:03.000000 +00:00
54,754,2022-02-15 10:05:03.000000 +00:00
54,764,2022-02-15 10:05:03.000000 +00:00
54,842,2022-02-15 10:05:03.000000 +00:00
54,858,2022-02-15 10:05:03.000000 +00:00
54,861,2022-02-15 10:05:03.000000 +00:00
54,913,2022-02-15 10:05:03.000000 +00:00
54,970,2022-02-15 10:05:03.000000 +00:00
54,988,2022-02-15 10:05:03.000000 +00:00
54,990,2022-02-15 10:05:03.000000 +00:00
55,8,2022-02-15 10:05:03.000000 +00:00
55,27,2022-02-15 10:05:03.000000 +00:00
55,75,2022-02-15 10:05:03.000000 +00:00
55,197,2022-02-15 10:05:03.000000 +00:00
55,307,2022-02-15 10:05:03.000000 +00:00
55,320,2022-02-15 10:05:03.000000 +00:00
55,340,2022-02-15 10:05:03.000000 +00:00
55,403,2022-02-15 10:05:03.000000 +00:00
55,485,2022-02-15 10:05:03.000000 +00:00
55,486,2022-02-15 10:05:03.000000 +00:00
55,603,2022-02-15 10:05:03.000000 +00:00
55,612,2022-02-15 10:05:03.000000 +00:00
55,620,2022-02-15 10:05:03.000000 +00:00
55,709,2022-02-15 10:05:03.000000 +00:00
55,776,2022-02-15 10:05:03.000000 +00:00
55,790,2022-02-15 10:05:03.000000 +00:00
55,815,2022-02-15 10:05:03.000000 +00:00
55,827,2022-02-15 10:05:03.000000 +00:00
55,930,2022-02-15 10:05:03.000000 +00:00
55,963,2022-02-15 10:05:03.000000 +00:00
56,63,2022-02-15 10:05:03.000000 +00:00
56,87,2022-02-15 10:05:03.000000 +00:00
56,226,2022-02-15 10:05:03.000000 +00:00
56,236,2022-02-15 10:05:03.000000 +00:00
56,298,2022-02-15 10:05:03.000000 +00:00
56,307,2022-02-15 10:05:03.000000 +00:00
56,354,2022-02-15 10:05:03.000000 +00:00
56,383,2022-02-15 10:05:03.000000 +00:00
56,417,2022-02-15 10:05:03.000000 +00:00
56,421,2022-02-15 10:05:03.000000 +00:00
56,457,2022-02-15 10:05:03.000000 +00:00
56,462,2022-02-15 10:05:03.000000 +00:00
56,474,2022-02-15 10:05:03.000000 +00:00
56,521,2022-02-15 10:05:03.000000 +00:00
56,593,2022-02-15 10:05:03.000000 +00:00
56,728,2022-02-15 10:05:03.000000 +00:00
56,750,2022-02-15 10:05:03.000000 +00:00
56,769,2022-02-15 10:05:03.000000 +00:00
56,781,2022-02-15 10:05:03.000000 +00:00
56,795,2022-02-15 10:05:03.000000 +00:00
56,844,2022-02-15 10:05:03.000000 +00:00
56,851,2022-02-15 10:05:03.000000 +00:00
56,862,2022-02-15 10:05:03.000000 +00:00
56,868,2022-02-15 10:05:03.000000 +00:00
56,892,2022-02-15 10:05:03.000000 +00:00
56,893,2022-02-15 10:05:03.000000 +00:00
56,936,2022-02-15 10:05:03.000000 +00:00
56,965,2022-02-15 10:05:03.000000 +00:00
57,16,2022-02-15 10:05:03.000000 +00:00
57,34,2022-02-15 10:05:03.000000 +00:00
57,101,2022-02-15 10:05:03.000000 +00:00
57,114,2022-02-15 10:05:03.000000 +00:00
57,122,2022-02-15 10:05:03.000000 +00:00
57,134,2022-02-15 10:05:03.000000 +00:00
57,144,2022-02-15 10:05:03.000000 +00:00
57,153,2022-02-15 10:05:03.000000 +00:00
57,192,2022-02-15 10:05:03.000000 +00:00
57,213,2022-02-15 10:05:03.000000 +00:00
57,258,2022-02-15 10:05:03.000000 +00:00
57,267,2022-02-15 10:05:03.000000 +00:00
57,317,2022-02-15 10:05:03.000000 +00:00
57,340,2022-02-15 10:05:03.000000 +00:00
57,393,2022-02-15 10:05:03.000000 +00:00
57,437,2022-02-15 10:05:03.000000 +00:00
57,447,2022-02-15 10:05:03.000000 +00:00
57,502,2022-02-15 10:05:03.000000 +00:00
57,592,2022-02-15 10:05:03.000000 +00:00
57,605,2022-02-15 10:05:03.000000 +00:00
57,637,2022-02-15 10:05:03.000000 +00:00
57,685,2022-02-15 10:05:03.000000 +00:00
57,707,2022-02-15 10:05:03.000000 +00:00
57,714,2022-02-15 10:05:03.000000 +00:00
57,717,2022-02-15 10:05:03.000000 +00:00
57,737,2022-02-15 10:05:03.000000 +00:00
57,767,2022-02-15 10:05:03.000000 +00:00
57,852,2022-02-15 10:05:03.000000 +00:00
57,891,2022-02-15 10:05:03.000000 +00:00
57,918,2022-02-15 10:05:03.000000 +00:00
58,48,2022-02-15 10:05:03.000000 +00:00
58,68,2022-02-15 10:05:03.000000 +00:00
58,119,2022-02-15 10:05:03.000000 +00:00
58,128,2022-02-15 10:05:03.000000 +00:00
58,135,2022-02-15 10:05:03.000000 +00:00
58,175,2022-02-15 10:05:03.000000 +00:00
58,199,2022-02-15 10:05:03.000000 +00:00
58,235,2022-02-15 10:05:03.000000 +00:00
58,242,2022-02-15 10:05:03.000000 +00:00
58,243,2022-02-15 10:05:03.000000 +00:00
58,254,2022-02-15 10:05:03.000000 +00:00
58,306,2022-02-15 10:05:03.000000 +00:00
58,316,2022-02-15 10:05:03.000000 +00:00
58,417,2022-02-15 10:05:03.000000 +00:00
58,426,2022-02-15 10:05:03.000000 +00:00
58,460,2022-02-15 10:05:03.000000 +00:00
58,477,2022-02-15 10:05:03.000000 +00:00
58,541,2022-02-15 10:05:03.000000 +00:00
58,549,2022-02-15 10:05:03.000000 +00:00
58,551,2022-02-15 10:05:03.000000 +00:00
58,553,2022-02-15 10:05:03.000000 +00:00
58,578,2022-02-15 10:05:03.000000 +00:00
58,602,2022-02-15 10:05:03.000000 +00:00
58,632,2022-02-15 10:05:03.000000 +00:00
58,635,2022-02-15 10:05:03.000000 +00:00
58,638,2022-02-15 10:05:03.000000 +00:00
58,698,2022-02-15 10:05:03.000000 +00:00
58,726,2022-02-15 10:05:03.000000 +00:00
58,755,2022-02-15 10:05:03.000000 +00:00
58,800,2022-02-15 10:05:03.000000 +00:00
58,856,2022-02-15 10:05:03.000000 +00:00
58,858,2022-02-15 10:05:03.000000 +00:00
59,5,2022-02-15 10:05:03.000000 +00:00
59,46,2022-02-15 10:05:03.000000 +00:00
59,54,2022-02-15 10:05:03.000000 +00:00
59,72,2022-02-15 10:05:03.000000 +00:00
59,88,2022-02-15 10:05:03.000000 +00:00
59,121,2022-02-15 10:05:03.000000 +00:00
59,129,2022-02-15 10:05:03.000000 +00:00
59,130,2022-02-15 10:05:03.000000 +00:00
59,183,2022-02-15 10:05:03.000000 +00:00
59,210,2022-02-15 10:05:03.000000 +00:00
59,241,2022-02-15 10:05:03.000000 +00:00
59,295,2022-02-15 10:05:03.000000 +00:00
59,418,2022-02-15 10:05:03.000000 +00:00
59,572,2022-02-15 10:05:03.000000 +00:00
59,644,2022-02-15 10:05:03.000000 +00:00
59,650,2022-02-15 10:05:03.000000 +00:00
59,689,2022-02-15 10:05:03.000000 +00:00
59,694,2022-02-15 10:05:03.000000 +00:00
59,702,2022-02-15 10:05:03.000000 +00:00
59,713,2022-02-15 10:05:03.000000 +00:00
59,749,2022-02-15 10:05:03.000000 +00:00
59,772,2022-02-15 10:05:03.000000 +00:00
59,853,2022-02-15 10:05:03.000000 +00:00
59,862,2022-02-15 10:05:03.000000 +00:00
59,943,2022-02-15 10:05:03.000000 +00:00
59,946,2022-02-15 10:05:03.000000 +00:00
59,984,2022-02-15 10:05:03.000000 +00:00
60,31,2022-02-15 10:05:03.000000 +00:00
60,85,2022-02-15 10:05:03.000000 +00:00
60,133,2022-02-15 10:05:03.000000 +00:00
60,142,2022-02-15 10:05:03.000000 +00:00
60,177,2022-02-15 10:05:03.000000 +00:00
60,179,2022-02-15 10:05:03.000000 +00:00
60,186,2022-02-15 10:05:03.000000 +00:00
60,222,2022-02-15 10:05:03.000000 +00:00
60,235,2022-02-15 10:05:03.000000 +00:00
60,239,2022-02-15 10:05:03.000000 +00:00
60,253,2022-02-15 10:05:03.000000 +00:00
60,262,2022-02-15 10:05:03.000000 +00:00
60,297,2022-02-15 10:05:03.000000 +00:00
60,299,2022-02-15 10:05:03.000000 +00:00
60,334,2022-02-15 10:05:03.000000 +00:00
60,376,2022-02-15 10:05:03.000000 +00:00
60,423,2022-02-15 10:05:03.000000 +00:00
60,436,2022-02-15 10:05:03.000000 +00:00
60,493,2022-02-15 10:05:03.000000 +00:00
60,534,2022-02-15 10:05:03.000000 +00:00
60,551,2022-02-15 10:05:03.000000 +00:00
60,658,2022-02-15 10:05:03.000000 +00:00
60,665,2022-02-15 10:05:03.000000 +00:00
60,679,2022-02-15 10:05:03.000000 +00:00
60,754,2022-02-15 10:05:03.000000 +00:00
60,771,2022-02-15 10:05:03.000000 +00:00
60,783,2022-02-15 10:05:03.000000 +00:00
60,784,2022-02-15 10:05:03.000000 +00:00
60,805,2022-02-15 10:05:03.000000 +00:00
60,830,2022-02-15 10:05:03.000000 +00:00
60,835,2022-02-15 10:05:03.000000 +00:00
60,928,2022-02-15 10:05:03.000000 +00:00
60,952,2022-02-15 10:05:03.000000 +00:00
60,971,2022-02-15 10:05:03.000000 +00:00
60,986,2022-02-15 10:05:03.000000 +00:00
61,235,2022-02-15 10:05:03.000000 +00:00
61,237,2022-02-15 10:05:03.000000 +00:00
61,307,2022-02-15 10:05:03.000000 +00:00
61,362,2022-02-15 10:05:03.000000 +00:00
61,372,2022-02-15 10:05:03.000000 +00:00
61,374,2022-02-15 10:05:03.000000 +00:00
61,423,2022-02-15 10:05:03.000000 +00:00
61,433,2022-02-15 10:05:03.000000 +00:00
61,508,2022-02-15 10:05:03.000000 +00:00
61,518,2022-02-15 10:05:03.000000 +00:00
61,519,2022-02-15 10:05:03.000000 +00:00
61,535,2022-02-15 10:05:03.000000 +00:00
61,537,2022-02-15 10:05:03.000000 +00:00
61,585,2022-02-15 10:05:03.000000 +00:00
61,639,2022-02-15 10:05:03.000000 +00:00
61,648,2022-02-15 10:05:03.000000 +00:00
61,649,2022-02-15 10:05:03.000000 +00:00
61,703,2022-02-15 10:05:03.000000 +00:00
61,752,2022-02-15 10:05:03.000000 +00:00
61,766,2022-02-15 10:05:03.000000 +00:00
61,767,2022-02-15 10:05:03.000000 +00:00
61,780,2022-02-15 10:05:03.000000 +00:00
61,831,2022-02-15 10:05:03.000000 +00:00
61,832,2022-02-15 10:05:03.000000 +00:00
61,990,2022-02-15 10:05:03.000000 +00:00
62,6,2022-02-15 10:05:03.000000 +00:00
62,42,2022-02-15 10:05:03.000000 +00:00
62,54,2022-02-15 10:05:03.000000 +00:00
62,100,2022-02-15 10:05:03.000000 +00:00
62,101,2022-02-15 10:05:03.000000 +00:00
62,129,2022-02-15 10:05:03.000000 +00:00
62,198,2022-02-15 10:05:03.000000 +00:00
62,211,2022-02-15 10:05:03.000000 +00:00
62,231,2022-02-15 10:05:03.000000 +00:00
62,272,2022-02-15 10:05:03.000000 +00:00
62,295,2022-02-15 10:05:03.000000 +00:00
62,337,2022-02-15 10:05:03.000000 +00:00
62,375,2022-02-15 10:05:03.000000 +00:00
62,385,2022-02-15 10:05:03.000000 +00:00
62,393,2022-02-15 10:05:03.000000 +00:00
62,398,2022-02-15 10:05:03.000000 +00:00
62,406,2022-02-15 10:05:03.000000 +00:00
62,413,2022-02-15 10:05:03.000000 +00:00
62,428,2022-02-15 10:05:03.000000 +00:00
62,445,2022-02-15 10:05:03.000000 +00:00
62,457,2022-02-15 10:05:03.000000 +00:00
62,465,2022-02-15 10:05:03.000000 +00:00
62,688,2022-02-15 10:05:03.000000 +00:00
62,707,2022-02-15 10:05:03.000000 +00:00
62,719,2022-02-15 10:05:03.000000 +00:00
62,951,2022-02-15 10:05:03.000000 +00:00
62,981,2022-02-15 10:05:03.000000 +00:00
62,988,2022-02-15 10:05:03.000000 +00:00
62,990,2022-02-15 10:05:03.000000 +00:00
63,73,2022-02-15 10:05:03.000000 +00:00
63,134,2022-02-15 10:05:03.000000 +00:00
63,167,2022-02-15 10:05:03.000000 +00:00
63,208,2022-02-15 10:05:03.000000 +00:00
63,225,2022-02-15 10:05:03.000000 +00:00
63,248,2022-02-15 10:05:03.000000 +00:00
63,249,2022-02-15 10:05:03.000000 +00:00
63,278,2022-02-15 10:05:03.000000 +00:00
63,392,2022-02-15 10:05:03.000000 +00:00
63,517,2022-02-15 10:05:03.000000 +00:00
63,633,2022-02-15 10:05:03.000000 +00:00
63,763,2022-02-15 10:05:03.000000 +00:00
63,781,2022-02-15 10:05:03.000000 +00:00
63,809,2022-02-15 10:05:03.000000 +00:00
63,893,2022-02-15 10:05:03.000000 +00:00
63,932,2022-02-15 10:05:03.000000 +00:00
63,944,2022-02-15 10:05:03.000000 +00:00
63,945,2022-02-15 10:05:03.000000 +00:00
63,981,2022-02-15 10:05:03.000000 +00:00
64,3,2022-02-15 10:05:03.000000 +00:00
64,10,2022-02-15 10:05:03.000000 +00:00
64,37,2022-02-15 10:05:03.000000 +00:00
64,87,2022-02-15 10:05:03.000000 +00:00
64,88,2022-02-15 10:05:03.000000 +00:00
64,124,2022-02-15 10:05:03.000000 +00:00
64,197,2022-02-15 10:05:03.000000 +00:00
64,280,2022-02-15 10:05:03.000000 +00:00
64,291,2022-02-15 10:05:03.000000 +00:00
64,307,2022-02-15 10:05:03.000000 +00:00
64,335,2022-02-15 10:05:03.000000 +00:00
64,345,2022-02-15 10:05:03.000000 +00:00
64,448,2022-02-15 10:05:03.000000 +00:00
64,469,2022-02-15 10:05:03.000000 +00:00
64,471,2022-02-15 10:05:03.000000 +00:00
64,506,2022-02-15 10:05:03.000000 +00:00
64,543,2022-02-15 10:05:03.000000 +00:00
64,557,2022-02-15 10:05:03.000000 +00:00
64,569,2022-02-15 10:05:03.000000 +00:00
64,572,2022-02-15 10:05:03.000000 +00:00
64,597,2022-02-15 10:05:03.000000 +00:00
64,616,2022-02-15 10:05:03.000000 +00:00
64,646,2022-02-15 10:05:03.000000 +00:00
64,694,2022-02-15 10:05:03.000000 +00:00
64,832,2022-02-15 10:05:03.000000 +00:00
64,852,2022-02-15 10:05:03.000000 +00:00
64,860,2022-02-15 10:05:03.000000 +00:00
64,921,2022-02-15 10:05:03.000000 +00:00
64,925,2022-02-15 10:05:03.000000 +00:00
64,980,2022-02-15 10:05:03.000000 +00:00
65,39,2022-02-15 10:05:03.000000 +00:00
65,46,2022-02-15 10:05:03.000000 +00:00
65,97,2022-02-15 10:05:03.000000 +00:00
65,106,2022-02-15 10:05:03.000000 +00:00
65,117,2022-02-15 10:05:03.000000 +00:00
65,125,2022-02-15 10:05:03.000000 +00:00
65,158,2022-02-15 10:05:03.000000 +00:00
65,276,2022-02-15 10:05:03.000000 +00:00
65,305,2022-02-15 10:05:03.000000 +00:00
65,338,2022-02-15 10:05:03.000000 +00:00
65,347,2022-02-15 10:05:03.000000 +00:00
65,371,2022-02-15 10:05:03.000000 +00:00
65,398,2022-02-15 10:05:03.000000 +00:00
65,471,2022-02-15 10:05:03.000000 +00:00
65,475,2022-02-15 10:05:03.000000 +00:00
65,476,2022-02-15 10:05:03.000000 +00:00
65,491,2022-02-15 10:05:03.000000 +00:00
65,496,2022-02-15 10:05:03.000000 +00:00
65,516,2022-02-15 10:05:03.000000 +00:00
65,517,2022-02-15 10:05:03.000000 +00:00
65,541,2022-02-15 10:05:03.000000 +00:00
65,556,2022-02-15 10:05:03.000000 +00:00
65,571,2022-02-15 10:05:03.000000 +00:00
65,577,2022-02-15 10:05:03.000000 +00:00
65,615,2022-02-15 10:05:03.000000 +00:00
65,658,2022-02-15 10:05:03.000000 +00:00
65,683,2022-02-15 10:05:03.000000 +00:00
65,694,2022-02-15 10:05:03.000000 +00:00
65,714,2022-02-15 10:05:03.000000 +00:00
65,735,2022-02-15 10:05:03.000000 +00:00
65,852,2022-02-15 10:05:03.000000 +00:00
65,938,2022-02-15 10:05:03.000000 +00:00
65,951,2022-02-15 10:05:03.000000 +00:00
65,965,2022-02-15 10:05:03.000000 +00:00
66,55,2022-02-15 10:05:03.000000 +00:00
66,143,2022-02-15 10:05:03.000000 +00:00
66,207,2022-02-15 10:05:03.000000 +00:00
66,226,2022-02-15 10:05:03.000000 +00:00
66,229,2022-02-15 10:05:03.000000 +00:00
66,230,2022-02-15 10:05:03.000000 +00:00
66,283,2022-02-15 10:05:03.000000 +00:00
66,300,2022-02-15 10:05:03.000000 +00:00
66,342,2022-02-15 10:05:03.000000 +00:00
66,350,2022-02-15 10:05:03.000000 +00:00
66,361,2022-02-15 10:05:03.000000 +00:00
66,376,2022-02-15 10:05:03.000000 +00:00
66,424,2022-02-15 10:05:03.000000 +00:00
66,434,2022-02-15 10:05:03.000000 +00:00
66,553,2022-02-15 10:05:03.000000 +00:00
66,608,2022-02-15 10:05:03.000000 +00:00
66,676,2022-02-15 10:05:03.000000 +00:00
66,697,2022-02-15 10:05:03.000000 +00:00
66,706,2022-02-15 10:05:03.000000 +00:00
66,725,2022-02-15 10:05:03.000000 +00:00
66,769,2022-02-15 10:05:03.000000 +00:00
66,793,2022-02-15 10:05:03.000000 +00:00
66,829,2022-02-15 10:05:03.000000 +00:00
66,871,2022-02-15 10:05:03.000000 +00:00
66,909,2022-02-15 10:05:03.000000 +00:00
66,915,2022-02-15 10:05:03.000000 +00:00
66,928,2022-02-15 10:05:03.000000 +00:00
66,951,2022-02-15 10:05:03.000000 +00:00
66,957,2022-02-15 10:05:03.000000 +00:00
66,960,2022-02-15 10:05:03.000000 +00:00
66,999,2022-02-15 10:05:03.000000 +00:00
67,24,2022-02-15 10:05:03.000000 +00:00
67,57,2022-02-15 10:05:03.000000 +00:00
67,67,2022-02-15 10:05:03.000000 +00:00
67,144,2022-02-15 10:05:03.000000 +00:00
67,242,2022-02-15 10:05:03.000000 +00:00
67,244,2022-02-15 10:05:03.000000 +00:00
67,256,2022-02-15 10:05:03.000000 +00:00
67,408,2022-02-15 10:05:03.000000 +00:00
67,477,2022-02-15 10:05:03.000000 +00:00
67,496,2022-02-15 10:05:03.000000 +00:00
67,512,2022-02-15 10:05:03.000000 +00:00
67,576,2022-02-15 10:05:03.000000 +00:00
67,601,2022-02-15 10:05:03.000000 +00:00
67,725,2022-02-15 10:05:03.000000 +00:00
67,726,2022-02-15 10:05:03.000000 +00:00
67,731,2022-02-15 10:05:03.000000 +00:00
67,766,2022-02-15 10:05:03.000000 +00:00
67,861,2022-02-15 10:05:03.000000 +00:00
67,870,2022-02-15 10:05:03.000000 +00:00
67,915,2022-02-15 10:05:03.000000 +00:00
67,945,2022-02-15 10:05:03.000000 +00:00
67,972,2022-02-15 10:05:03.000000 +00:00
67,981,2022-02-15 10:05:03.000000 +00:00
68,9,2022-02-15 10:05:03.000000 +00:00
68,45,2022-02-15 10:05:03.000000 +00:00
68,133,2022-02-15 10:05:03.000000 +00:00
68,161,2022-02-15 10:05:03.000000 +00:00
68,205,2022-02-15 10:05:03.000000 +00:00
68,213,2022-02-15 10:05:03.000000 +00:00
68,215,2022-02-15 10:05:03.000000 +00:00
68,255,2022-02-15 10:05:03.000000 +00:00
68,296,2022-02-15 10:05:03.000000 +00:00
68,315,2022-02-15 10:05:03.000000 +00:00
68,325,2022-02-15 10:05:03.000000 +00:00
68,331,2022-02-15 10:05:03.000000 +00:00
68,347,2022-02-15 10:05:03.000000 +00:00
68,357,2022-02-15 10:05:03.000000 +00:00
68,378,2022-02-15 10:05:03.000000 +00:00
68,380,2022-02-15 10:05:03.000000 +00:00
68,386,2022-02-15 10:05:03.000000 +00:00
68,396,2022-02-15 10:05:03.000000 +00:00
68,435,2022-02-15 10:05:03.000000 +00:00
68,497,2022-02-15 10:05:03.000000 +00:00
68,607,2022-02-15 10:05:03.000000 +00:00
68,654,2022-02-15 10:05:03.000000 +00:00
68,665,2022-02-15 10:05:03.000000 +00:00
68,671,2022-02-15 10:05:03.000000 +00:00
68,706,2022-02-15 10:05:03.000000 +00:00
68,747,2022-02-15 10:05:03.000000 +00:00
68,834,2022-02-15 10:05:03.000000 +00:00
68,839,2022-02-15 10:05:03.000000 +00:00
68,840,2022-02-15 10:05:03.000000 +00:00
68,971,2022-02-15 10:05:03.000000 +00:00
69,15,2022-02-15 10:05:03.000000 +00:00
69,88,2022-02-15 10:05:03.000000 +00:00
69,111,2022-02-15 10:05:03.000000 +00:00
69,202,2022-02-15 10:05:03.000000 +00:00
69,236,2022-02-15 10:05:03.000000 +00:00
69,292,2022-02-15 10:05:03.000000 +00:00
69,300,2022-02-15 10:05:03.000000 +00:00
69,306,2022-02-15 10:05:03.000000 +00:00
69,374,2022-02-15 10:05:03.000000 +00:00
69,396,2022-02-15 10:05:03.000000 +00:00
69,452,2022-02-15 10:05:03.000000 +00:00
69,466,2022-02-15 10:05:03.000000 +00:00
69,529,2022-02-15 10:05:03.000000 +00:00
69,612,2022-02-15 10:05:03.000000 +00:00
69,720,2022-02-15 10:05:03.000000 +00:00
69,722,2022-02-15 10:05:03.000000 +00:00
69,761,2022-02-15 10:05:03.000000 +00:00
69,791,2022-02-15 10:05:03.000000 +00:00
69,864,2022-02-15 10:05:03.000000 +00:00
69,877,2022-02-15 10:05:03.000000 +00:00
69,914,2022-02-15 10:05:03.000000 +00:00
70,50,2022-02-15 10:05:03.000000 +00:00
70,53,2022-02-15 10:05:03.000000 +00:00
70,92,2022-02-15 10:05:03.000000 +00:00
70,202,2022-02-15 10:05:03.000000 +00:00
70,227,2022-02-15 10:05:03.000000 +00:00
70,249,2022-02-15 10:05:03.000000 +00:00
70,290,2022-02-15 10:05:03.000000 +00:00
70,304,2022-02-15 10:05:03.000000 +00:00
70,343,2022-02-15 10:05:03.000000 +00:00
70,414,2022-02-15 10:05:03.000000 +00:00
70,453,2022-02-15 10:05:03.000000 +00:00
70,466,2022-02-15 10:05:03.000000 +00:00
70,504,2022-02-15 10:05:03.000000 +00:00
70,584,2022-02-15 10:05:03.000000 +00:00
70,628,2022-02-15 10:05:03.000000 +00:00
70,654,2022-02-15 10:05:03.000000 +00:00
70,725,2022-02-15 10:05:03.000000 +00:00
70,823,2022-02-15 10:05:03.000000 +00:00
70,834,2022-02-15 10:05:03.000000 +00:00
70,856,2022-02-15 10:05:03.000000 +00:00
70,869,2022-02-15 10:05:03.000000 +00:00
70,953,2022-02-15 10:05:03.000000 +00:00
70,964,2022-02-15 10:05:03.000000 +00:00
71,26,2022-02-15 10:05:03.000000 +00:00
71,52,2022-02-15 10:05:03.000000 +00:00
71,233,2022-02-15 10:05:03.000000 +00:00
71,317,2022-02-15 10:05:03.000000 +00:00
71,359,2022-02-15 10:05:03.000000 +00:00
71,362,2022-02-15 10:05:03.000000 +00:00
71,385,2022-02-15 10:05:03.000000 +00:00
71,399,2022-02-15 10:05:03.000000 +00:00
71,450,2022-02-15 10:05:03.000000 +00:00
71,532,2022-02-15 10:05:03.000000 +00:00
71,560,2022-02-15 10:05:03.000000 +00:00
71,574,2022-02-15 10:05:03.000000 +00:00
71,638,2022-02-15 10:05:03.000000 +00:00
71,773,2022-02-15 10:05:03.000000 +00:00
71,833,2022-02-15 10:05:03.000000 +00:00
71,874,2022-02-15 10:05:03.000000 +00:00
71,918,2022-02-15 10:05:03.000000 +00:00
71,956,2022-02-15 10:05:03.000000 +00:00
72,34,2022-02-15 10:05:03.000000 +00:00
72,144,2022-02-15 10:05:03.000000 +00:00
72,237,2022-02-15 10:05:03.000000 +00:00
72,249,2022-02-15 10:05:03.000000 +00:00
72,286,2022-02-15 10:05:03.000000 +00:00
72,296,2022-02-15 10:05:03.000000 +00:00
72,325,2022-02-15 10:05:03.000000 +00:00
72,331,2022-02-15 10:05:03.000000 +00:00
72,405,2022-02-15 10:05:03.000000 +00:00
72,450,2022-02-15 10:05:03.000000 +00:00
72,550,2022-02-15 10:05:03.000000 +00:00
72,609,2022-02-15 10:05:03.000000 +00:00
72,623,2022-02-15 10:05:03.000000 +00:00
72,636,2022-02-15 10:05:03.000000 +00:00
72,640,2022-02-15 10:05:03.000000 +00:00
72,665,2022-02-15 10:05:03.000000 +00:00
72,718,2022-02-15 10:05:03.000000 +00:00
72,743,2022-02-15 10:05:03.000000 +00:00
72,757,2022-02-15 10:05:03.000000 +00:00
72,773,2022-02-15 10:05:03.000000 +00:00
72,854,2022-02-15 10:05:03.000000 +00:00
72,865,2022-02-15 10:05:03.000000 +00:00
72,938,2022-02-15 10:05:03.000000 +00:00
72,956,2022-02-15 10:05:03.000000 +00:00
72,964,2022-02-15 10:05:03.000000 +00:00
72,969,2022-02-15 10:05:03.000000 +00:00
73,36,2022-02-15 10:05:03.000000 +00:00
73,45,2022-02-15 10:05:03.000000 +00:00
73,51,2022-02-15 10:05:03.000000 +00:00
73,77,2022-02-15 10:05:03.000000 +00:00
73,148,2022-02-15 10:05:03.000000 +00:00
73,245,2022-02-15 10:05:03.000000 +00:00
73,275,2022-02-15 10:05:03.000000 +00:00
73,322,2022-02-15 10:05:03.000000 +00:00
73,374,2022-02-15 10:05:03.000000 +00:00
73,379,2022-02-15 10:05:03.000000 +00:00
73,467,2022-02-15 10:05:03.000000 +00:00
73,548,2022-02-15 10:05:03.000000 +00:00
73,561,2022-02-15 10:05:03.000000 +00:00
73,562,2022-02-15 10:05:03.000000 +00:00
73,565,2022-02-15 10:05:03.000000 +00:00
73,627,2022-02-15 10:05:03.000000 +00:00
73,666,2022-02-15 10:05:03.000000 +00:00
73,667,2022-02-15 10:05:03.000000 +00:00
73,707,2022-02-15 10:05:03.000000 +00:00
73,748,2022-02-15 10:05:03.000000 +00:00
73,772,2022-02-15 10:05:03.000000 +00:00
73,823,2022-02-15 10:05:03.000000 +00:00
73,936,2022-02-15 10:05:03.000000 +00:00
