inventory_id,film_id,store_id,last_update
1118,247,2,2022-02-15 10:09:17.000000 +00:00
1119,248,2,2022-02-15 10:09:17.000000 +00:00
1120,248,2,2022-02-15 10:09:17.000000 +00:00
1121,249,1,2022-02-15 10:09:17.000000 +00:00
1122,249,1,2022-02-15 10:09:17.000000 +00:00
1123,249,2,2022-02-15 10:09:17.000000 +00:00
1124,249,2,2022-02-15 10:09:17.000000 +00:00
1125,249,2,2022-02-15 10:09:17.000000 +00:00
1126,249,2,2022-02-15 10:09:17.000000 +00:00
1127,250,2,2022-02-15 10:09:17.000000 +00:00
1128,250,2,2022-02-15 10:09:17.000000 +00:00
1129,250,2,2022-02-15 10:09:17.000000 +00:00
1130,250,2,2022-02-15 10:09:17.000000 +00:00
1131,251,1,2022-02-15 10:09:17.000000 +00:00
1132,251,1,2022-02-15 10:09:17.000000 +00:00
1133,251,2,2022-02-15 10:09:17.000000 +00:00
1134,251,2,2022-02-15 10:09:17.000000 +00:00
1135,251,2,2022-02-15 10:09:17.000000 +00:00
1136,252,1,2022-02-15 10:09:17.000000 +00:00
1137,252,1,2022-02-15 10:09:17.000000 +00:00
1138,252,1,2022-02-15 10:09:17.000000 +00:00
1139,252,2,2022-02-15 10:09:17.000000 +00:00
1140,252,2,2022-02-15 10:09:17.000000 +00:00
1141,252,2,2022-02-15 10:09:17.000000 +00:00
1142,253,1,2022-02-15 10:09:17.000000 +00:00
1143,253,1,2022-02-15 10:09:17.000000 +00:00
1144,253,1,2022-02-15 10:09:17.000000 +00:00
1145,253,1,2022-02-15 10:09:17.000000 +00:00
1146,253,2,2022-02-15 10:09:17.000000 +00:00
1147,253,2,2022-02-15 10:09:17.000000 +00:00
1148,254,1,2022-02-15 10:09:17.000000 +00:00
1149,254,1,2022-02-15 10:09:17.000000 +00:00
1150,254,2,2022-02-15 10:09:17.000000 +00:00
1151,254,2,2022-02-15 10:09:17.000000 +00:00
1152,254,2,2022-02-15 10:09:17.000000 +00:00
1153,255,1,2022-02-15 10:09:17.000000 +00:00
1154,255,1,2022-02-15 10:09:17.000000 +00:00
1155,255,1,2022-02-15 10:09:17.000000 +00:00
1156,255,1,2022-02-15 10:09:17.000000 +00:00
1157,255,2,2022-02-15 10:09:17.000000 +00:00
1158,255,2,2022-02-15 10:09:17.000000 +00:00
1159,256,2,2022-02-15 10:09:17.000000 +00:00
1160,256,2,2022-02-15 10:09:17.000000 +00:00
1161,256,2,2022-02-15 10:09:17.000000 +00:00
1162,257,2,2022-02-15 10:09:17.000000 +00:00
1163,257,2,2022-02-15 10:09:17.000000 +00:00
1164,257,2,2022-02-15 10:09:17.000000 +00:00
1165,258,2,2022-02-15 10:09:17.000000 +00:00
1166,258,2,2022-02-15 10:09:17.000000 +00:00
1167,258,2,2022-02-15 10:09:17.000000 +00:00
1168,258,2,2022-02-15 10:09:17.000000 +00:00
1169,259,1,2022-02-15 10:09:17.000000 +00:00
1170,259,1,2022-02-15 10:09:17.000000 +00:00
1171,260,2,2022-02-15 10:09:17.000000 +00:00
1172,260,2,2022-02-15 10:09:17.000000 +00:00
1173,260,2,2022-02-15 10:09:17.000000 +00:00
1174,260,2,2022-02-15 10:09:17.000000 +00:00
1175,261,1,2022-02-15 10:09:17.000000 +00:00
1176,261,1,2022-02-15 10:09:17.000000 +00:00
1177,262,2,2022-02-15 10:09:17.000000 +00:00
1178,262,2,2022-02-15 10:09:17.000000 +00:00
1179,263,1,2022-02-15 10:09:17.000000 +00:00
1180,263,1,2022-02-15 10:09:17.000000 +00:00
1181,263,1,2022-02-15 10:09:17.000000 +00:00
1182,263,1,2022-02-15 10:09:17.000000 +00:00
1183,263,2,2022-02-15 10:09:17.000000 +00:00
1184,263,2,2022-02-15 10:09:17.000000 +00:00
1185,263,2,2022-02-15 10:09:17.000000 +00:00
1186,264,2,2022-02-15 10:09:17.000000 +00:00
1187,264,2,2022-02-15 10:09:17.000000 +00:00
1188,265,1,2022-02-15 10:09:17.000000 +00:00
1189,265,1,2022-02-15 10:09:17.000000 +00:00
1190,265,1,2022-02-15 10:09:17.000000 +00:00
1191,265,1,2022-02-15 10:09:17.000000 +00:00
1192,266,1,2022-02-15 10:09:17.000000 +00:00
1193,266,1,2022-02-15 10:09:17.000000 +00:00
1194,266,1,2022-02-15 10:09:17.000000 +00:00
1195,266,1,2022-02-15 10:09:17.000000 +00:00
1196,266,2,2022-02-15 10:09:17.000000 +00:00
1197,266,2,2022-02-15 10:09:17.000000 +00:00
1198,266,2,2022-02-15 10:09:17.000000 +00:00
1199,266,2,2022-02-15 10:09:17.000000 +00:00
1200,267,1,2022-02-15 10:09:17.000000 +00:00
1201,267,1,2022-02-15 10:09:17.000000 +00:00
1202,267,1,2022-02-15 10:09:17.000000 +00:00
1203,267,1,2022-02-15 10:09:17.000000 +00:00
1204,267,2,2022-02-15 10:09:17.000000 +00:00
1205,267,2,2022-02-15 10:09:17.000000 +00:00
1206,268,2,2022-02-15 10:09:17.000000 +00:00
1207,268,2,2022-02-15 10:09:17.000000 +00:00
1208,269,1,2022-02-15 10:09:17.000000 +00:00
1209,269,1,2022-02-15 10:09:17.000000 +00:00
1210,269,2,2022-02-15 10:09:17.000000 +00:00
1211,269,2,2022-02-15 10:09:17.000000 +00:00
1212,269,2,2022-02-15 10:09:17.000000 +00:00
1213,269,2,2022-02-15 10:09:17.000000 +00:00
1214,270,1,2022-02-15 10:09:17.000000 +00:00
1215,270,1,2022-02-15 10:09:17.000000 +00:00
1216,270,1,2022-02-15 10:09:17.000000 +00:00
1217,270,2,2022-02-15 10:09:17.000000 +00:00
1218,270,2,2022-02-15 10:09:17.000000 +00:00
1219,270,2,2022-02-15 10:09:17.000000 +00:00
1220,270,2,2022-02-15 10:09:17.000000 +00:00
1221,271,1,2022-02-15 10:09:17.000000 +00:00
1222,271,1,2022-02-15 10:09:17.000000 +00:00
1223,271,1,2022-02-15 10:09:17.000000 +00:00
1224,271,2,2022-02-15 10:09:17.000000 +00:00
1225,271,2,2022-02-15 10:09:17.000000 +00:00
1226,272,1,2022-02-15 10:09:17.000000 +00:00
1227,272,1,2022-02-15 10:09:17.000000 +00:00
1228,272,1,2022-02-15 10:09:17.000000 +00:00
1229,272,1,2022-02-15 10:09:17.000000 +00:00
1230,273,1,2022-02-15 10:09:17.000000 +00:00
1231,273,1,2022-02-15 10:09:17.000000 +00:00
1232,273,1,2022-02-15 10:09:17.000000 +00:00
1233,273,1,2022-02-15 10:09:17.000000 +00:00
1234,273,2,2022-02-15 10:09:17.000000 +00:00
1235,273,2,2022-02-15 10:09:17.000000 +00:00
1236,273,2,2022-02-15 10:09:17.000000 +00:00
1237,274,1,2022-02-15 10:09:17.000000 +00:00
1238,274,1,2022-02-15 10:09:17.000000 +00:00
1239,274,1,2022-02-15 10:09:17.000000 +00:00
1240,274,2,2022-02-15 10:09:17.000000 +00:00
1241,274,2,2022-02-15 10:09:17.000000 +00:00
1242,274,2,2022-02-15 10:09:17.000000 +00:00
1243,274,2,2022-02-15 10:09:17.000000 +00:00
1244,275,1,2022-02-15 10:09:17.000000 +00:00
1245,275,1,2022-02-15 10:09:17.000000 +00:00
1246,275,1,2022-02-15 10:09:17.000000 +00:00
1247,275,2,2022-02-15 10:09:17.000000 +00:00
1248,275,2,2022-02-15 10:09:17.000000 +00:00
1249,276,1,2022-02-15 10:09:17.000000 +00:00
1250,276,1,2022-02-15 10:09:17.000000 +00:00
1251,276,1,2022-02-15 10:09:17.000000 +00:00
1252,276,1,2022-02-15 10:09:17.000000 +00:00
1253,277,1,2022-02-15 10:09:17.000000 +00:00
1254,277,1,2022-02-15 10:09:17.000000 +00:00
1255,277,1,2022-02-15 10:09:17.000000 +00:00
1256,278,1,2022-02-15 10:09:17.000000 +00:00
1257,278,1,2022-02-15 10:09:17.000000 +00:00
1258,279,1,2022-02-15 10:09:17.000000 +00:00
1259,279,1,2022-02-15 10:09:17.000000 +00:00
1260,280,1,2022-02-15 10:09:17.000000 +00:00
1261,280,1,2022-02-15 10:09:17.000000 +00:00
1262,280,1,2022-02-15 10:09:17.000000 +00:00
1263,280,1,2022-02-15 10:09:17.000000 +00:00
1264,280,2,2022-02-15 10:09:17.000000 +00:00
1265,280,2,2022-02-15 10:09:17.000000 +00:00
1266,281,1,2022-02-15 10:09:17.000000 +00:00
1267,281,1,2022-02-15 10:09:17.000000 +00:00
1268,281,2,2022-02-15 10:09:17.000000 +00:00
1269,281,2,2022-02-15 10:09:17.000000 +00:00
1270,281,2,2022-02-15 10:09:17.000000 +00:00
1271,281,2,2022-02-15 10:09:17.000000 +00:00
1272,282,1,2022-02-15 10:09:17.000000 +00:00
1273,282,1,2022-02-15 10:09:17.000000 +00:00
1274,282,1,2022-02-15 10:09:17.000000 +00:00
1275,282,2,2022-02-15 10:09:17.000000 +00:00
1276,282,2,2022-02-15 10:09:17.000000 +00:00
1277,282,2,2022-02-15 10:09:17.000000 +00:00
1278,283,1,2022-02-15 10:09:17.000000 +00:00
1279,283,1,2022-02-15 10:09:17.000000 +00:00
1280,283,1,2022-02-15 10:09:17.000000 +00:00
1281,284,1,2022-02-15 10:09:17.000000 +00:00
1282,284,1,2022-02-15 10:09:17.000000 +00:00
1283,284,1,2022-02-15 10:09:17.000000 +00:00
1284,284,2,2022-02-15 10:09:17.000000 +00:00
1285,284,2,2022-02-15 10:09:17.000000 +00:00
1286,284,2,2022-02-15 10:09:17.000000 +00:00
1287,284,2,2022-02-15 10:09:17.000000 +00:00
1288,285,1,2022-02-15 10:09:17.000000 +00:00
1289,285,1,2022-02-15 10:09:17.000000 +00:00
1290,285,1,2022-02-15 10:09:17.000000 +00:00
1291,285,2,2022-02-15 10:09:17.000000 +00:00
1292,285,2,2022-02-15 10:09:17.000000 +00:00
1293,285,2,2022-02-15 10:09:17.000000 +00:00
1294,285,2,2022-02-15 10:09:17.000000 +00:00
1295,286,1,2022-02-15 10:09:17.000000 +00:00
1296,286,1,2022-02-15 10:09:17.000000 +00:00
1297,286,2,2022-02-15 10:09:17.000000 +00:00
1298,286,2,2022-02-15 10:09:17.000000 +00:00
1299,286,2,2022-02-15 10:09:17.000000 +00:00
1300,287,1,2022-02-15 10:09:17.000000 +00:00
1301,287,1,2022-02-15 10:09:17.000000 +00:00
1302,287,2,2022-02-15 10:09:17.000000 +00:00
1303,287,2,2022-02-15 10:09:17.000000 +00:00
1304,288,1,2022-02-15 10:09:17.000000 +00:00
1305,288,1,2022-02-15 10:09:17.000000 +00:00
1306,288,2,2022-02-15 10:09:17.000000 +00:00
1307,288,2,2022-02-15 10:09:17.000000 +00:00
1308,288,2,2022-02-15 10:09:17.000000 +00:00
1309,288,2,2022-02-15 10:09:17.000000 +00:00
1310,289,1,2022-02-15 10:09:17.000000 +00:00
1311,289,1,2022-02-15 10:09:17.000000 +00:00
1312,290,1,2022-02-15 10:09:17.000000 +00:00
1313,290,1,2022-02-15 10:09:17.000000 +00:00
1314,290,1,2022-02-15 10:09:17.000000 +00:00
1315,291,1,2022-02-15 10:09:17.000000 +00:00
1316,291,1,2022-02-15 10:09:17.000000 +00:00
1317,291,1,2022-02-15 10:09:17.000000 +00:00
1318,291,1,2022-02-15 10:09:17.000000 +00:00
1319,292,1,2022-02-15 10:09:17.000000 +00:00
1320,292,1,2022-02-15 10:09:17.000000 +00:00
1321,292,1,2022-02-15 10:09:17.000000 +00:00
1322,292,2,2022-02-15 10:09:17.000000 +00:00
1323,292,2,2022-02-15 10:09:17.000000 +00:00
1324,292,2,2022-02-15 10:09:17.000000 +00:00
1325,293,1,2022-02-15 10:09:17.000000 +00:00
1326,293,1,2022-02-15 10:09:17.000000 +00:00
1327,293,2,2022-02-15 10:09:17.000000 +00:00
1328,293,2,2022-02-15 10:09:17.000000 +00:00
1329,293,2,2022-02-15 10:09:17.000000 +00:00
1330,294,1,2022-02-15 10:09:17.000000 +00:00
1331,294,1,2022-02-15 10:09:17.000000 +00:00
1332,294,2,2022-02-15 10:09:17.000000 +00:00
1333,294,2,2022-02-15 10:09:17.000000 +00:00
1334,294,2,2022-02-15 10:09:17.000000 +00:00
1335,295,1,2022-02-15 10:09:17.000000 +00:00
1336,295,1,2022-02-15 10:09:17.000000 +00:00
1337,295,1,2022-02-15 10:09:17.000000 +00:00
1338,295,1,2022-02-15 10:09:17.000000 +00:00
1339,295,2,2022-02-15 10:09:17.000000 +00:00
1340,295,2,2022-02-15 10:09:17.000000 +00:00
1341,295,2,2022-02-15 10:09:17.000000 +00:00
1342,295,2,2022-02-15 10:09:17.000000 +00:00
1343,296,1,2022-02-15 10:09:17.000000 +00:00
1344,296,1,2022-02-15 10:09:17.000000 +00:00
1345,296,1,2022-02-15 10:09:17.000000 +00:00
1346,296,1,2022-02-15 10:09:17.000000 +00:00
1347,297,2,2022-02-15 10:09:17.000000 +00:00
1348,297,2,2022-02-15 10:09:17.000000 +00:00
1349,298,1,2022-02-15 10:09:17.000000 +00:00
1350,298,1,2022-02-15 10:09:17.000000 +00:00
1351,298,2,2022-02-15 10:09:17.000000 +00:00
1352,298,2,2022-02-15 10:09:17.000000 +00:00
1353,298,2,2022-02-15 10:09:17.000000 +00:00
1354,299,1,2022-02-15 10:09:17.000000 +00:00
1355,299,1,2022-02-15 10:09:17.000000 +00:00
1356,299,1,2022-02-15 10:09:17.000000 +00:00
1357,299,1,2022-02-15 10:09:17.000000 +00:00
1358,300,1,2022-02-15 10:09:17.000000 +00:00
1359,300,1,2022-02-15 10:09:17.000000 +00:00
1360,300,2,2022-02-15 10:09:17.000000 +00:00
1361,300,2,2022-02-15 10:09:17.000000 +00:00
1362,300,2,2022-02-15 10:09:17.000000 +00:00
1363,300,2,2022-02-15 10:09:17.000000 +00:00
1364,301,1,2022-02-15 10:09:17.000000 +00:00
1365,301,1,2022-02-15 10:09:17.000000 +00:00
1366,301,1,2022-02-15 10:09:17.000000 +00:00
1367,301,1,2022-02-15 10:09:17.000000 +00:00
1368,301,2,2022-02-15 10:09:17.000000 +00:00
1369,301,2,2022-02-15 10:09:17.000000 +00:00
1370,301,2,2022-02-15 10:09:17.000000 +00:00
1371,301,2,2022-02-15 10:09:17.000000 +00:00
1372,302,1,2022-02-15 10:09:17.000000 +00:00
1373,302,1,2022-02-15 10:09:17.000000 +00:00
1374,302,2,2022-02-15 10:09:17.000000 +00:00
1375,302,2,2022-02-15 10:09:17.000000 +00:00
1376,302,2,2022-02-15 10:09:17.000000 +00:00
1377,302,2,2022-02-15 10:09:17.000000 +00:00
1378,303,1,2022-02-15 10:09:17.000000 +00:00
1379,303,1,2022-02-15 10:09:17.000000 +00:00
1380,303,1,2022-02-15 10:09:17.000000 +00:00
1381,303,1,2022-02-15 10:09:17.000000 +00:00
1382,303,2,2022-02-15 10:09:17.000000 +00:00
1383,303,2,2022-02-15 10:09:17.000000 +00:00
1384,304,1,2022-02-15 10:09:17.000000 +00:00
1385,304,1,2022-02-15 10:09:17.000000 +00:00
1386,304,1,2022-02-15 10:09:17.000000 +00:00
1387,304,1,2022-02-15 10:09:17.000000 +00:00
1388,304,2,2022-02-15 10:09:17.000000 +00:00
1389,304,2,2022-02-15 10:09:17.000000 +00:00
1390,305,1,2022-02-15 10:09:17.000000 +00:00
1391,305,1,2022-02-15 10:09:17.000000 +00:00
1392,305,1,2022-02-15 10:09:17.000000 +00:00
1393,305,1,2022-02-15 10:09:17.000000 +00:00
1394,305,2,2022-02-15 10:09:17.000000 +00:00
1395,305,2,2022-02-15 10:09:17.000000 +00:00
1396,305,2,2022-02-15 10:09:17.000000 +00:00
1397,306,1,2022-02-15 10:09:17.000000 +00:00
1398,306,1,2022-02-15 10:09:17.000000 +00:00
1399,306,1,2022-02-15 10:09:17.000000 +00:00
1400,307,1,2022-02-15 10:09:17.000000 +00:00
1401,307,1,2022-02-15 10:09:17.000000 +00:00
1402,307,1,2022-02-15 10:09:17.000000 +00:00
1403,307,2,2022-02-15 10:09:17.000000 +00:00
1404,307,2,2022-02-15 10:09:17.000000 +00:00
1405,307,2,2022-02-15 10:09:17.000000 +00:00
1406,308,1,2022-02-15 10:09:17.000000 +00:00
1407,308,1,2022-02-15 10:09:17.000000 +00:00
1408,308,2,2022-02-15 10:09:17.000000 +00:00
1409,308,2,2022-02-15 10:09:17.000000 +00:00
1410,309,1,2022-02-15 10:09:17.000000 +00:00
1411,309,1,2022-02-15 10:09:17.000000 +00:00
1412,309,2,2022-02-15 10:09:17.000000 +00:00
1413,309,2,2022-02-15 10:09:17.000000 +00:00
1414,309,2,2022-02-15 10:09:17.000000 +00:00
1415,309,2,2022-02-15 10:09:17.000000 +00:00
1416,310,1,2022-02-15 10:09:17.000000 +00:00
1417,310,1,2022-02-15 10:09:17.000000 +00:00
1418,311,1,2022-02-15 10:09:17.000000 +00:00
1419,311,1,2022-02-15 10:09:17.000000 +00:00
1420,311,1,2022-02-15 10:09:17.000000 +00:00
1421,311,2,2022-02-15 10:09:17.000000 +00:00
1422,311,2,2022-02-15 10:09:17.000000 +00:00
1423,311,2,2022-02-15 10:09:17.000000 +00:00
1424,311,2,2022-02-15 10:09:17.000000 +00:00
1425,312,2,2022-02-15 10:09:17.000000 +00:00
1426,312,2,2022-02-15 10:09:17.000000 +00:00
1427,312,2,2022-02-15 10:09:17.000000 +00:00
1428,313,1,2022-02-15 10:09:17.000000 +00:00
1429,313,1,2022-02-15 10:09:17.000000 +00:00
1430,313,1,2022-02-15 10:09:17.000000 +00:00
1431,313,1,2022-02-15 10:09:17.000000 +00:00
1432,313,2,2022-02-15 10:09:17.000000 +00:00
1433,313,2,2022-02-15 10:09:17.000000 +00:00
1434,314,1,2022-02-15 10:09:17.000000 +00:00
1435,314,1,2022-02-15 10:09:17.000000 +00:00
1436,314,2,2022-02-15 10:09:17.000000 +00:00
1437,314,2,2022-02-15 10:09:17.000000 +00:00
1438,314,2,2022-02-15 10:09:17.000000 +00:00
1439,314,2,2022-02-15 10:09:17.000000 +00:00
1440,315,2,2022-02-15 10:09:17.000000 +00:00
1441,315,2,2022-02-15 10:09:17.000000 +00:00
1442,315,2,2022-02-15 10:09:17.000000 +00:00
1443,316,2,2022-02-15 10:09:17.000000 +00:00
1444,316,2,2022-02-15 10:09:17.000000 +00:00
1445,317,1,2022-02-15 10:09:17.000000 +00:00
1446,317,1,2022-02-15 10:09:17.000000 +00:00
1447,317,1,2022-02-15 10:09:17.000000 +00:00
1448,317,1,2022-02-15 10:09:17.000000 +00:00
1449,317,2,2022-02-15 10:09:17.000000 +00:00
1450,317,2,2022-02-15 10:09:17.000000 +00:00
1451,317,2,2022-02-15 10:09:17.000000 +00:00
1452,319,1,2022-02-15 10:09:17.000000 +00:00
1453,319,1,2022-02-15 10:09:17.000000 +00:00
1454,319,1,2022-02-15 10:09:17.000000 +00:00
1455,319,2,2022-02-15 10:09:17.000000 +00:00
1456,319,2,2022-02-15 10:09:17.000000 +00:00
1457,319,2,2022-02-15 10:09:17.000000 +00:00
1458,319,2,2022-02-15 10:09:17.000000 +00:00
1459,320,1,2022-02-15 10:09:17.000000 +00:00
1460,320,1,2022-02-15 10:09:17.000000 +00:00
1461,320,1,2022-02-15 10:09:17.000000 +00:00
1462,320,2,2022-02-15 10:09:17.000000 +00:00
1463,320,2,2022-02-15 10:09:17.000000 +00:00
1464,320,2,2022-02-15 10:09:17.000000 +00:00
1465,320,2,2022-02-15 10:09:17.000000 +00:00
1466,321,1,2022-02-15 10:09:17.000000 +00:00
1467,321,1,2022-02-15 10:09:17.000000 +00:00
1468,321,1,2022-02-15 10:09:17.000000 +00:00
1469,321,1,2022-02-15 10:09:17.000000 +00:00
1470,322,1,2022-02-15 10:09:17.000000 +00:00
1471,322,1,2022-02-15 10:09:17.000000 +00:00
1472,322,1,2022-02-15 10:09:17.000000 +00:00
1473,322,1,2022-02-15 10:09:17.000000 +00:00
1474,322,2,2022-02-15 10:09:17.000000 +00:00
1475,322,2,2022-02-15 10:09:17.000000 +00:00
1476,323,2,2022-02-15 10:09:17.000000 +00:00
1477,323,2,2022-02-15 10:09:17.000000 +00:00
1478,323,2,2022-02-15 10:09:17.000000 +00:00
1479,323,2,2022-02-15 10:09:17.000000 +00:00
1480,324,1,2022-02-15 10:09:17.000000 +00:00
1481,324,1,2022-02-15 10:09:17.000000 +00:00
1482,324,1,2022-02-15 10:09:17.000000 +00:00
1483,324,2,2022-02-15 10:09:17.000000 +00:00
1484,324,2,2022-02-15 10:09:17.000000 +00:00
1485,326,1,2022-02-15 10:09:17.000000 +00:00
1486,326,1,2022-02-15 10:09:17.000000 +00:00
1487,326,2,2022-02-15 10:09:17.000000 +00:00
1488,326,2,2022-02-15 10:09:17.000000 +00:00
1489,326,2,2022-02-15 10:09:17.000000 +00:00
1490,326,2,2022-02-15 10:09:17.000000 +00:00
1491,327,1,2022-02-15 10:09:17.000000 +00:00
1492,327,1,2022-02-15 10:09:17.000000 +00:00
1493,327,1,2022-02-15 10:09:17.000000 +00:00
1494,327,1,2022-02-15 10:09:17.000000 +00:00
1495,327,2,2022-02-15 10:09:17.000000 +00:00
1496,327,2,2022-02-15 10:09:17.000000 +00:00
1497,328,2,2022-02-15 10:09:17.000000 +00:00
1498,328,2,2022-02-15 10:09:17.000000 +00:00
1499,328,2,2022-02-15 10:09:17.000000 +00:00
1500,328,2,2022-02-15 10:09:17.000000 +00:00
1501,329,1,2022-02-15 10:09:17.000000 +00:00
1502,329,1,2022-02-15 10:09:17.000000 +00:00
1503,329,1,2022-02-15 10:09:17.000000 +00:00
1504,329,2,2022-02-15 10:09:17.000000 +00:00
1505,329,2,2022-02-15 10:09:17.000000 +00:00
1506,329,2,2022-02-15 10:09:17.000000 +00:00
1507,330,1,2022-02-15 10:09:17.000000 +00:00
1508,330,1,2022-02-15 10:09:17.000000 +00:00
1509,330,1,2022-02-15 10:09:17.000000 +00:00
1510,330,1,2022-02-15 10:09:17.000000 +00:00
1511,330,2,2022-02-15 10:09:17.000000 +00:00
1512,330,2,2022-02-15 10:09:17.000000 +00:00
1513,330,2,2022-02-15 10:09:17.000000 +00:00
1514,331,1,2022-02-15 10:09:17.000000 +00:00
1515,331,1,2022-02-15 10:09:17.000000 +00:00
1516,331,1,2022-02-15 10:09:17.000000 +00:00
1517,331,1,2022-02-15 10:09:17.000000 +00:00
1518,331,2,2022-02-15 10:09:17.000000 +00:00
1519,331,2,2022-02-15 10:09:17.000000 +00:00
1520,331,2,2022-02-15 10:09:17.000000 +00:00
1521,331,2,2022-02-15 10:09:17.000000 +00:00
1522,333,1,2022-02-15 10:09:17.000000 +00:00
1523,333,1,2022-02-15 10:09:17.000000 +00:00
1524,333,2,2022-02-15 10:09:17.000000 +00:00
1525,333,2,2022-02-15 10:09:17.000000 +00:00
1526,334,1,2022-02-15 10:09:17.000000 +00:00
1527,334,1,2022-02-15 10:09:17.000000 +00:00
1528,334,2,2022-02-15 10:09:17.000000 +00:00
1529,334,2,2022-02-15 10:09:17.000000 +00:00
1530,334,2,2022-02-15 10:09:17.000000 +00:00
1531,334,2,2022-02-15 10:09:17.000000 +00:00
1532,335,1,2022-02-15 10:09:17.000000 +00:00
1533,335,1,2022-02-15 10:09:17.000000 +00:00
1534,336,1,2022-02-15 10:09:17.000000 +00:00
1535,336,1,2022-02-15 10:09:17.000000 +00:00
1536,336,1,2022-02-15 10:09:17.000000 +00:00
1537,336,2,2022-02-15 10:09:17.000000 +00:00
1538,336,2,2022-02-15 10:09:17.000000 +00:00
1539,337,1,2022-02-15 10:09:17.000000 +00:00
1540,337,1,2022-02-15 10:09:17.000000 +00:00
1541,337,2,2022-02-15 10:09:17.000000 +00:00
1542,337,2,2022-02-15 10:09:17.000000 +00:00
1543,338,2,2022-02-15 10:09:17.000000 +00:00
1544,338,2,2022-02-15 10:09:17.000000 +00:00
1545,338,2,2022-02-15 10:09:17.000000 +00:00
1546,339,2,2022-02-15 10:09:17.000000 +00:00
1547,339,2,2022-02-15 10:09:17.000000 +00:00
1548,339,2,2022-02-15 10:09:17.000000 +00:00
1549,340,1,2022-02-15 10:09:17.000000 +00:00
1550,340,1,2022-02-15 10:09:17.000000 +00:00
1551,341,1,2022-02-15 10:09:17.000000 +00:00
1552,341,1,2022-02-15 10:09:17.000000 +00:00
1553,341,1,2022-02-15 10:09:17.000000 +00:00
1554,341,1,2022-02-15 10:09:17.000000 +00:00
1555,341,2,2022-02-15 10:09:17.000000 +00:00
1556,341,2,2022-02-15 10:09:17.000000 +00:00
1557,341,2,2022-02-15 10:09:17.000000 +00:00
1558,341,2,2022-02-15 10:09:17.000000 +00:00
1559,342,1,2022-02-15 10:09:17.000000 +00:00
1560,342,1,2022-02-15 10:09:17.000000 +00:00
1561,342,1,2022-02-15 10:09:17.000000 +00:00
1562,342,1,2022-02-15 10:09:17.000000 +00:00
1563,343,1,2022-02-15 10:09:17.000000 +00:00
1564,343,1,2022-02-15 10:09:17.000000 +00:00
1565,344,1,2022-02-15 10:09:17.000000 +00:00
1566,344,1,2022-02-15 10:09:17.000000 +00:00
1567,344,1,2022-02-15 10:09:17.000000 +00:00
1568,344,2,2022-02-15 10:09:17.000000 +00:00
1569,344,2,2022-02-15 10:09:17.000000 +00:00
1570,345,1,2022-02-15 10:09:17.000000 +00:00
1571,345,1,2022-02-15 10:09:17.000000 +00:00
1572,345,1,2022-02-15 10:09:17.000000 +00:00
1573,345,2,2022-02-15 10:09:17.000000 +00:00
1574,345,2,2022-02-15 10:09:17.000000 +00:00
1575,346,1,2022-02-15 10:09:17.000000 +00:00
1576,346,1,2022-02-15 10:09:17.000000 +00:00
1577,346,2,2022-02-15 10:09:17.000000 +00:00
1578,346,2,2022-02-15 10:09:17.000000 +00:00
1579,346,2,2022-02-15 10:09:17.000000 +00:00
1580,346,2,2022-02-15 10:09:17.000000 +00:00
1581,347,1,2022-02-15 10:09:17.000000 +00:00
1582,347,1,2022-02-15 10:09:17.000000 +00:00
1583,347,1,2022-02-15 10:09:17.000000 +00:00
1584,347,1,2022-02-15 10:09:17.000000 +00:00
1585,348,2,2022-02-15 10:09:17.000000 +00:00
1586,348,2,2022-02-15 10:09:17.000000 +00:00
1587,348,2,2022-02-15 10:09:17.000000 +00:00
1588,348,2,2022-02-15 10:09:17.000000 +00:00
1589,349,1,2022-02-15 10:09:17.000000 +00:00
1590,349,1,2022-02-15 10:09:17.000000 +00:00
1591,349,1,2022-02-15 10:09:17.000000 +00:00
1592,349,1,2022-02-15 10:09:17.000000 +00:00
1593,349,2,2022-02-15 10:09:17.000000 +00:00
1594,349,2,2022-02-15 10:09:17.000000 +00:00
1595,349,2,2022-02-15 10:09:17.000000 +00:00
1596,350,1,2022-02-15 10:09:17.000000 +00:00
1597,350,1,2022-02-15 10:09:17.000000 +00:00
1598,350,1,2022-02-15 10:09:17.000000 +00:00
1599,350,1,2022-02-15 10:09:17.000000 +00:00
1600,350,2,2022-02-15 10:09:17.000000 +00:00
1601,350,2,2022-02-15 10:09:17.000000 +00:00
1602,350,2,2022-02-15 10:09:17.000000 +00:00
1603,350,2,2022-02-15 10:09:17.000000 +00:00
1604,351,1,2022-02-15 10:09:17.000000 +00:00
1605,351,1,2022-02-15 10:09:17.000000 +00:00
1606,351,1,2022-02-15 10:09:17.000000 +00:00
1607,351,2,2022-02-15 10:09:17.000000 +00:00
1608,351,2,2022-02-15 10:09:17.000000 +00:00
1609,351,2,2022-02-15 10:09:17.000000 +00:00
1610,352,2,2022-02-15 10:09:17.000000 +00:00
1611,352,2,2022-02-15 10:09:17.000000 +00:00
1612,352,2,2022-02-15 10:09:17.000000 +00:00
1613,352,2,2022-02-15 10:09:17.000000 +00:00
1614,353,1,2022-02-15 10:09:17.000000 +00:00
1615,353,1,2022-02-15 10:09:17.000000 +00:00
1616,353,2,2022-02-15 10:09:17.000000 +00:00
